title,url,keywords
Absence of gamma-sarcoglycan alters the response of p70S6 kinase to mechanical perturbation in murine skeletal muscle,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4095884/,"dystrophin glycoprotein complex, sarcoglycan subcomplex, mechanotransduction, γ-sarcoglycan, p70S6K, ERK1/2 phosphorylation, muscular dystrophies, mechanosensitive signaling, mTOR pathway, rapamycin"
AtRabD2b and AtRabD2c have overlapping functions in pollen development and pollen tube growth.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3040128/,"AtRabD2b, AtRabD2c, pollen development, pollen germination, pollen tube elongation, vesicle trafficking, Golgi bodies, endomembrane trafficking, Rab GTPases, AtrabD2b/2c double mutant"
TNO1 is involved in salt tolerance and vacuolar trafficking in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3177255/,"TNO1, SYP41, trans-Golgi network, vesicle fusion, vacuolar trafficking, salt tolerance, coimmunoprecipitation, immunofluorescence microscopy, brefeldin A compartment, osmotic stress"
Functional redundancy between trans-Golgi network SNARE family members in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11500582/,"SNAREs, membrane trafficking, Arabidopsis thaliana, AtGTLP, fucosyltransferases, glycosyltransferase-like protein, subcellular localization, trans-Golgi network, Golgi apparatus, type II membrane topology"
Root growth movements: Waving and skewing.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5387210/,"trans-Golgi network, root skewing, microtubule stabilization, microtubule destabilization, cell file rotation, epidermal cell expansion, TNO1, tethering factor, Arabidopsis thaliana, SNARE machinery"
Gravitropism and lateral root emergence are dependent on the trans-Golgi network protein TNO1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4642138/,"trans-Golgi network (TGN), TNO1, SYP41, auxin transport, lateral root emergence, gravitropism, endocytosis, vacuole trafficking, SNARE, coiled-coil protein"
"TNO1, a TGN-localized SNARE-interacting protein, modulates root skewing in Arabidopsis thaliana.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5387210/,"trans-Golgi network, root skewing, microtubule stabilization, microtubule destabilization, cell file rotation, epidermal cell expansion, TNO1, tethering factor, SNARE machinery, Arabidopsis thaliana"
The Drosophila SUN protein Spag4 cooperates with the coiled-coil protein Yuri Gagarin to maintain association of the basal body and spermatid nucleus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2915878/,"SUN protein, Spag4, centrosome-nuclear attachment, spermatogenesis, centriole, basal body, KASH protein, coiled-coil protein, Yuri Gagarin, dynein-dynactin"
Toll mediated infection response is altered by gravity and spaceflight in Drosophila,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3901686/,"Drosophila innate immunity, hypergravity, spaceflight, Toll signaling pathway, Imd signaling pathway, immune responses, transcriptional profiling, heat shock stress system, gravitaxis mutant, yuri gagarin gene"
Multi-omics analysis of multiple missions to space reveal a theme of lipid dysregulation in mouse liver,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6985101/,Error
GeneLab database analyses suggest long-term impact of space radiation on the cardiovascular system by the activation of FYN through reactive oxygen species.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6387434/,"space radiation, GeneLab database, cardiovascular system, systems biology, cardiomyocytes, HUVECs, International Space Station (ISS), FYN gene, reactive oxygen species (ROS), transcriptomic signature"
FAIRness and usability for open-access omics data systems.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6371294/,"omics data sharing, FAIRness metrics, NASA GeneLab Data Systems, systems biology data, data findability, data accessibility, data interoperability, metadata reusability, semantic integration, federated querying"
NASA GeneLab platform utilized for biological response to space radiation in animal models,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7072278/,"Galactic cosmic rays, GeneLab, omics datasets, dosimetry, HZE particles, mitochondrial function, ribosomal assembly, immune pathways, low Earth orbit, radiation exposure"
Circulating miRNA spaceflight signature reveals targets for countermeasure development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8441986/,"spaceflight-associated microRNA signature, simulated spaceflight, deep space radiation, rodent models, astronaut samples, NASA Twins Study, miRNA sequencing, single-cell RNA sequencing (scRNA-seq), single-cell assay for transposase accessible chromatin (scATAC-seq), antagomirs, human 3D vascular constructs"
Machine learning algorithm to characterize antimicrobial resistance associated with the International Space Station surface microbiome,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9400218/,"Antimicrobial resistance, International Space Station, shotgun metagenomics, metagenome-assembled genomes, Microbial Tracking-1, propidium monoazide, Kalamiella piersonii, Enterobacter bugandensis, Bacillus cereus, beta-lactam antibiotics"
Extraterrestrial Gynecology: Could Spaceflight Increase the Risk of Developing Cancer in Female Astronauts? An Updated Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9267413/,"space exploration, microgravity, space radiation, astronaut health, female reproductive system, gynecological cancers, galactic cosmic rays, ionizing radiation, carcinogenic risk, long-duration spaceflight"
Muscle atrophy phenotype gene expression during spaceflight is linked to a metabolic crosstalk in both the liver and the muscle in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9576569/,"spaceflight, muscle atrophy, liver transcriptome, lipid metabolism, gene expression, NASA RR1 mission, GSEA, ORA, sparse partial least square-differential analysis, dietary countermeasures"
Chromosomal positioning and epigenetic architecture influence DNA methylation patterns triggered by galactic cosmic radiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10789781/,"galactic cosmic radiation, ionizing radiation, DNA methylation, epigenetic phenotype, high-LET radiation, low-LET radiation, chromatin architecture, nuclear positioning, transcriptomic response, simulated GCR"
"A comprehensive SARS-CoV-2 and COVID-19 review, Part 2: Host extracellular to systemic effects of SARS-CoV-2 infection",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10772081/,"SARS-CoV-2, COVID-19, post-acute disease, tissue adaptations, organ damage, viral pathogenesis, virological studies, animal studies, clinical studies, diagnostic markers"
Aging and putative frailty biomarkers are altered by spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166946/,"spaceflight, frailty syndrome, biological aging, genomic instability, mitochondrial dysfunction, epigenomic changes, murine data, GeneLab, astronaut health, gene expression patterns"
Space radiation damage rescued by inhibition of key spaceflight associated miRNAs,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166944/,"microRNA signature, spaceflight biomarker, countermeasure treatment, space radiation, RNA-sequencing, transcriptomic analysis, 3D microvessel cell cultures, Galactic Cosmic Radiation, antagomirs, DNA double strand breaks"
Ethical considerations for the age of non-governmental space exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166968/,"Crewed space exploration, non-governmental sector, commercial space operations, ethical considerations, space traveler selection, human subject research, medical policy, legal concerns, biomedical research ethics, underexplored issues"
Innate immune responses of Drosophila melanogaster are altered by spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7000411/,"immune disorders, spaceflight, Serratia marcescens, Drosophila melanogaster, increased virulence, simulated microgravity, rotating wall vessel, Imd pathway, Toll pathway, physiological changes"
Prolonged Exposure to Microgravity Reduces Cardiac Contractility and Initiates Remodeling in Drosophila,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7787258/,"microgravity, cardiac constriction, myofibrillar remodeling, RNA sequencing (RNA-seq), sarcomeric/extracellular matrix genes, proteasomal gene expression, proteostasis, proteasome aggregates, amyloid deposits, polyQ deposits"
Regulation of plant gravity sensing and signaling by the actin cytoskeleton.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8716943/,"actin cytoskeleton, primary root growth, actin-binding proteins, cell elongation, gravitropism, auxin, light response, hormonal pathways, signal transduction, vacuolar reshaping"
HLB1 Is a Tetratricopeptide Repeat Domain-Containing Protein That Operates at the Intersection of the Exocytic and Endocytic Pathways at the TGN/EE in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4826010/,"latrunculin B, Arabidopsis mutants, forward-genetic screen, hypersensitive, HLB1, plant-specific protein, post-Golgi traffic"
ERULUS is a plasma membrane-localized receptor-like kinase that specifies root hair growth by maintaining tip-focused cytoplasmic calcium oscillations.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6048781/,Error
Brassinosteroids inhibit autotropic root straightening by modifying filamentous-actin organization and dynamics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7010715/,"gravitropism, brassinosteroids, epi-brassinolide (eBL), filamentous-actin (F-actin), latrunculin B (LatB), autotropism, clinostat, root development, cytoskeleton dynamics, Zea mays"
Cell type-specific imaging of calcium signaling in Arabidopsis thaliana seedling roots using GCaMP3.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7503278/,"cytoplasmic calcium ([Ca2+]cyt), GCaMP3, Arabidopsis thaliana, root cell types, columella, endodermis, cortex, epidermis, trichoblasts, adenosine tri-phosphate (ATP)"
Spatial and temporal localization of SPIRRIG and WAVE/SCAR reveal roles for these proteins in actin-mediated root hair development.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8364238/,"SPIRRIG, SCAR/WAVE, actin-mediated, root hair development, Arabidopsis, molecular determinants, actin cytoskeleton, plant cell morphogenesis, Rho GTPase signaling, WAVE complex"
Microgravity Stress: Bone and Connective Tissue,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11579474/,"Spaceflight, Microgravity, Lunar gravity, Bone density reduction, Thymus atrophy, Osteoblast, Osteoclast, Gene expression, Gravitational loading, Organ-specific responsiveness"
S. aureus MscL is a pentamer in vivo but of variable stoichiometries in vitro: implications for detergent-solubilized membrane proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2998437/,"MscL channel, detergent-induced rearrangements, membrane-protein subunits, X-ray crystallography, S. aureus, pentamer, stoichiometries, in vivo, membrane protein, ion channel"
Manipulating the permeation of charged compounds through the MscL nanovalve.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3005423/,"MscL, mechanosensor, osmotic downshock, nanovalve, drug-release device, pore lumen, electrophysiological approaches, charged compounds permeation, membrane tension, nanoswitches"
The oligomeric state of the truncated mechanosensitive channel of large conductance shows no variance in vivo.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3190158/,"mechanosensitive channel of large conductance, MscL, E. coli, oligomerization, stoichiometry, cytoplasmic helical bundle, C-terminal domain, in vivo disulfide-trapping technique, detergent solubilization, S. aureus MscL"
Three routes to modulate the pore size of the MscL channel/nanovalve,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3289768/,"MscL, mechanosensitive channel, osmoregulation, nanovalve, X-ray crystallography, homo-pentameric complex, transmembrane α-helices, cytoplasmic bundle, channel conductance, nanotech devices"
The dynamics of protein-protein interactions between domains of MscL at the cytoplasmic-lipid interface,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3508904/,"mechanosensitive channel, MscL, disulfide bridging, patch clamp, transmembrane domains, amphipathic helix, cytoplasmic membrane, gating dynamics, protein-protein interactions, osmoregulation"
The MscS and MscL families of mechanosensitive channels act as microbial emergency release valves,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3430326/,"MscS, MscL, mechanosensitive channels, bacterial mechanosensitive channels, environmental osmolarity, cell lysis, cytoplasmic solutes, plant organelles, mycoplasma genomes, structure and function models"
Chimeras reveal a single lipid-interface residue that controls MscL channel kinetics as well as mechanosensitivity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3593973/,"mechanosensitive channel, MscL, bacterial mechanosensitive channel, channel gating, membrane tension, periplasmic region, open dwell time, threshold of channel opening, hysteresis, protein-lipid interactions"
Evidence for extensive horizontal gene transfer from the draft genome of a tardigrade,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5018776/,Error
Reply to Bemm et al. and Arakawa: Identifying foreign genes in independent Hypsibius dujardini genome assemblies,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4896697/,Error
Tardigrades Use Intrinsically Disordered Proteins to Survive Desiccation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11127935/,"Tardigrade-specific intrinsically disordered proteins (TDPs), secretory-abundant heat soluble (SAHS) proteins, desiccation tolerance, stress adaptation, liposome fusion prevention, recombinant expression, extracellular application, molecular dynamics simulation, structural transition, beta-sheet destabilization"
Desiccation of Hypsibius exemplaris,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11831363/,Error
The biology of tardigrade disordered proteins in extreme stress tolerance.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11930778/,"anhydrobiosis, tardigrades, cytoplasmic abundant heat soluble proteins, CAHS proteins, late embryogenesis abundant proteins, LEA proteins, hyperosmotic stress, live cell imaging, subcellular localization, cryoprotectants"
Production of reactive oxygen species and involvement of bioprotectants during anhydrobiosis in the tardigrade Paramacrobiotus spatialis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8816950/,"anhydrobiosis, reactive oxygen species (ROS), oxidative stress, desiccation tolerance, RNA interference, glutathione peroxidase, glutathione reductase, catalase, aquaporins, Paramacrobiotus spatialis"
Partial weight suspension: A novel murine model for investigating adaptation to reduced musculoskeletal loading.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3774184/,"hypodynamic loading, partial weight bearing, reduced gravity environments, Mars-analog suspension, quadrupedal locomotion, musculoskeletal response, bone morphology, bone formation indexes, disuse osteoporosis, spaceflight"
"Partial reductions in mechanical loading yield proportional changes in bone density, bone architecture, and muscle mass",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4118556/,"MECHANICAL LOADING, PARTIAL WEIGHT SUSPENSION, FUNCTIONAL ADAPTATION, HINDLIMB UNLOADING, BONE MINERAL DENSITY, MUSCLE ATROPHY, TRABECULAR BONE VOLUME, CORTICAL AREA, GAIT KINEMATICS, MECHANOSTAT"
Spaceflight and hind limb unloading induce similar changes in electrical impedance characteristics of mouse gastrocnemius muscle,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4653813/,"electrical impedance myography, muscle fiber atrophy, bone deterioration, spaceflight, hind limb unloading, multifrequency phase-slope parameter, ex vivo gastrocnemius muscle, quantitative microscopy, areal bone mineral density, microgravity"
Spaceflight Activates Lipotoxic Pathways in Mouse Liver,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6915713/,"Spaceflight, rodent models, lipid metabolism, microgravity, space radiation, International Space Station (ISS), transcriptomic analysis, RNA-sequencing, proteomic analysis, lipotoxic pathways"
Treatment with a soluble bone morphogenetic protein type 1A receptor (BMPR1A) fusion protein increases bone mass and bone formation in mice subjected to hindlimb unloading.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124165/,"mBMPR1A-mFc, BMP2/BMP4 signaling inhibition, hindlimb unloading, bone mineral density, bone microarchitecture, bone formation rate, osteoclast surface, disuse-induced bone loss, trabecular bone volume, cortical thickness"
RNAseq and RNA molecular barcoding reveal differential gene expression in cortical bone following hindlimb unloading in female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8509868/,"disuse-induced bone loss, spinal cord injury, microgravity, whole transcriptomic profiling, RNA sequencing, RNA molecular barcoding, hindlimb unloading mouse model, cortical bone, Wnt signaling, mechanosensitive genes"
Proteomic and phosphoproteomic characterization of cardiovascular tissues after long term exposure to simulated space radiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11063234/,"galactic cosmic ray, cardiovascular dysfunction, space radiation, proteomics, mass spectrometry, phosphoproteomics, ionizing radiation, Gene Set Enrichment Analysis, neutrophil extracellular traps, differentially expressed proteins"
Adaptive Changes in the Vestibular System of Land Snail to a 30-Day Spaceflight and Readaptation on Return to Earth,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5672023/,"vestibular system, gravity sensing, statocyst, geotactic behavior, near weightlessness, spaceflight, transcriptome, electrophysiological responses, neuroplasticity, readaptation"
"Morphology of the Utricular Otolith Organ in the Toadfish, Opsanus tau",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5899691/,"Vestibular, hair cell, afferent, macula, striola, scanning electron microscopy, transmission electron microscopy, biocytin labeling, synaptic organization, dendritic morphology"
"Influence of Magnitude and Duration of Altered Gravity and Readaptation to 1g on the Structure and Function of the Utricle in Toadfish, Opsanus tau.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204554/,"Gravity, utricular afferents, hypergravity, centrifugation, Opsanus tau, afferent sensitivity, synaptic body counts, efferent vestibular pathway, serial electron microscopy reconstruction, gravitational sensitivity"
Organization of the ER-Golgi interface for membrane traffic control.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4064004/,"COPI, COPII, endoplasmic reticulum, Golgi, membrane trafficking, COPII assembly, ER–Golgi interface, eukaryotic cells, cellular cargo, secretory pathway"
IRE1: ER stress sensor and cell fate executor.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3818365/,"unfolded protein response, IRE1, endoplasmic reticulum, protein-folding, ER transmembrane sensor, apoptosis, microRNAs decay, cellular homeostasis, IRE1 signaling model, UPR research"
Inter-regulation of the unfolded protein response and auxin signaling.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3981873/,"unfolded protein response, ER stress, auxin, IRE1, PIN5, Arabidopsis thaliana, endoplasmic reticulum, auxin homeostasis, auxin transporters, phytohormone auxin"
Endoplasmic reticulum-shape and function in stress translation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4150462/,Error
Galactose-depleted xycoglucan is dysfunctional and leads to dwarfism in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378170/,"xyloglucan, galactose depletion, cell wall polysaccharide, cellular processes, physiological processes, plant growth disruption"
"Unfolded protein response in plants: one master, many questions.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4618186/,"endoplasmic reticulum stress, unfolded protein response, plant UPR, ER-localized stress sensors, organelle-nucleus signaling pathways, cytoprotective response, yeast, metazoans, conserved features, unique features"
Vesicles versus Tubes: Is Endoplasmic Reticulum-Golgi Transport in Plants Fundamentally Different from Other Eukaryotes?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4453782/,"endoplasmic reticulum, Golgi apparatus, transport vector, cell biology, higher plants, intracellular transport, vesicular trafficking, organelle communication, plant cell biology, membrane trafficking"
Pectin methylesterification impacts the relationship between photosynthesis and plant growth.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4902601/,"pectin methylesterification, cell expansion, leaf growth, resource partitioning, leaf area, photosynthesis, plant growth"
Reduced Chloroplast Coverage genes from Arabidopsis thaliana help to establish the size of the chloroplast compartment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4776492/,"chloroplast coverage, plastid signaling, Arabidopsis thaliana, chloroplast compartment size, cytoplasm, nucleus, protein trafficking, photosynthesis, crop yields, organelle volume allocation"
Maintaining the factory: The roles of the unfolded protein response in cellular homeostasis in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5415411/,"Unfolded protein response, endoplasmic reticulum, protein folding, ER stress, IRE1, bZIP60, bZIP28, Arabidopsis thaliana, plant stress adaptation, molecular signaling"
NADPH oxidase activity is required for ER stress survival in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6289879/,"Unfolded protein response, ER stress, reactive oxygen species, Arabidopsis thaliana, RBOHD, RBOHF, proteotoxic stress, respiratory burst oxidase homologs, endoplasmic reticulum, cytoprotective role"
Relevance of the Unfolded Protein Response to Spaceflight-Induced Transcriptional Reprogramming in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987364/,"Spaceflight, Unfolded protein response, Arabidopsis thaliana, Transcriptome profiling, UPR-defective mutants, SpaceX-CRS12 mission, International Space Station, Orbital culture, Stress-related genes, Microgravity"
Reanalysis of the Mars500 experiment reveals common gut microbiome alterations in astronauts induced by long-duration confinement,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8099722/,"Microbiome, Mars, Space science, Astronaut health, 16S rRNA gene"
"High atomic weight, high-energy radiation (HZE) induces transcriptional responses shared with conventional stresses in addition to a core ""DSB"" response specific to clastogenic treatments",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5116466/,Error
Genomic stability in response to high versus low linear energy transfer radiation in Arabidopsis thaliana,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4033213/,"linear energy transfer (LET), HZE particles, gamma rays, DNA damage, relative biological effectiveness (RBE), Arabidopsis thaliana, replication fork checkpoint, ATR, somatic heterozygosity, double-strand breaks"
Acceleration profiles and processing methods for parabolic flight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6081456/,"parabolic flights, weightless conditions, reduced gravity, gravito-inertial accelerations, GIA levels, Boeing 727-200F flight, accelerometer orientation, unsupervised classification, open-source approach, experimental validation"
Cytoskeleton structure and total methylation of mouse cardiac and lung tissue during space flight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5955502/,"microgravity, cytoskeletal proteins, mRNA expression, cardiac tissue, lung tissue, International Space Station, genome methylation, DNA methylases, cytosine demethylase Tet2, SpaceX-4 mission"
Toward countering muscle and bone loss with spaceflight: GSK3 as a potential target,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10285634/,"spaceflight, glycogen synthase kinase 3 (GSK3), murine muscle, bone samples, GSK3β content, serine phosphorylation, type IIA fibers, muscle-specific Gsk3 knockdown, hindlimb unloading, bone mineral density"
Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11271499/,"microgravity, skeletal muscle atrophy, Ca 2+ dysregulation, sarco(endo)plasmic reticulum Ca 2+ ATPase (SERCA), reactive oxygen/nitrogen species (RONS), MnTnBuOE-2-PyP 5+ (BuOE), soleus muscle, SR Ca 2+ leak, 4-HNE content, spaceflight"
Cardiovascular progenitor cells cultured aboard the International Space Station exhibit altered developmental and functional properties,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6062551/,"cardiovascular progenitor cells, microRNAs, mechanotransduction, cytoskeletal genes, Wnt/calcium signaling, Hippo signaling, endothelial-like tube formation, DNA repair genes, paracrine signaling, spaceflight"
Inter-agency perspective: Translating advances in biomarker discovery and medical countermeasures development between terrestrial and space radiation environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9832585/,"Radiation-induced biological effects, normal tissues, cellular pathways, radiation medical countermeasures, radioprotectors and mitigators, biomarker identification, National Cancer Institute (NCI), National Institute of Allergy and Infectious Diseases (NIAID), National Aeronautics and Space Administration (NASA), space missions"
Genomic and functional characterization of Enterococcus faecalis isolates recovered from the International Space Station and their potential for pathogenicity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7829349/,"International Space Station (ISS), Enterococcus faecalis, pangenomic analysis, antibiotic resistance genes, desiccation tolerance, virulence traits, Caenorhabditis elegans model, pathogenicity, multidrug resistant pathogen, hospital acquired infections"
Evaluation of in vitro macrophage differentiation during space flight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3570223/,"mouse bone marrow cells, macrophage colony stimulating factor (M-CSF), space flight, STS-126, flow cytometry, gene microarray, macrophage differentiation, receptor expression (c-Fms), CD markers (CD11b, CD31, F4/80, Mac2, Ly6C), coagulation pathway genes"
Identification of critical host mitochondrion-associated genes during Ehrlichia chaffeensis infections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3457586/,"Ehrlichia chaffeensis, human monocytic ehrlichiosis (HME), Drosophila melanogaster, microarray analysis, pyrimidine metabolism, mitochondrial functions, UCK2, nucleotide salvage pathway, CTP synthetase inhibitor, cytidine nucleotides"
Ehrlichia chaffeensis replication sites in adult Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3558598/,"Ehrlichia chaffeensis, human monocytic ehrlichiosis, obligate intracellular bacterium, Drosophila, Uridine cytidine kinase, separation anxiety, UAS-GAL4 RNAi system, hemocytes, fat body, host-bacteria interactions"
Development and characterization of two porcine monocyte-derived macrophage cell lines.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11046949/,"African swine fever virus (ASFV), antiviral, anti-inflammatory, cytokine production, natural compounds, screening, tetrandrine, berbamine, porcine macrophages (PAMs), virus yield reduction"
Understanding macrophage differentiation during space flight: The importance of ground-based experiments before space flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3890248/,"macrophage colony stimulating factor, macrophage differentiation, mouse primary bone marrow cells, Techshot Cell Cult Bioreactor, BioServe Fluid Processing Apparatus (FPA), device orientation, horizontal orientation, macrophage recovery, F4/80, space flight data"
