title,url,keywords
The MscS and MscL families of mechanosensitive channels act as microbial emergency release valves,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3430326/,"bacterial mechanosensitive channels, MscS family, MscL family, osmotic shock response, cellular lysis prevention, cytoplasmic solute efflux, membrane protein structure, mechanotransduction, microbial stress adaptation, channel-mediated pressure regulation"
Chimeras reveal a single lipid-interface residue that controls MscL channel kinetics as well as mechanosensitivity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3593973/,"mechanosensitive channel, large conductance, membrane tension sensing, periplasmic region, lipid-aqueous interface, channel gating kinetics, energy barrier modulation, protein conformational dynamics, osmotic stress response, structural-functional correlation"
Evidence for extensive horizontal gene transfer from the draft genome of a tardigrade,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5018776/,Error
Reply to Bemm et al. and Arakawa: Identifying foreign genes in independent Hypsibius dujardini genome assemblies,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4896697/,Error
Tardigrades Use Intrinsically Disordered Proteins to Survive Desiccation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11127935/,"tardigrade-specific intrinsically disordered proteins, secretory-abundant heat soluble proteins, desiccation tolerance, molecular dynamics simulation, beta-sheet structure, liposome fusion, E. coli survival, Rhizobium tropici preservation, structural transition, cellular preservation mechanisms"
Desiccation of Hypsibius exemplaris,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11831363/,Error
The biology of tardigrade disordered proteins in extreme stress tolerance.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11930778/,"anhydrobiosis, tardigrades, cytoplasmic abundant heat soluble proteins, late embryogenesis abundant proteins, amphiphatic alpha helices, hyperosmotic stress tolerance, desiccation tolerance mechanisms, protein aggregation, subcellular localization, cryoprotectants"
Production of reactive oxygen species and involvement of bioprotectants during anhydrobiosis in the tardigrade Paramacrobiotus spatialis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8816950/,"anhydrobiosis, desiccation tolerance, reactive oxygen species, bioprotectants, glutathione peroxidase, glutathione reductase, catalase, aquaporins, oxidative stress, tardigrades"
Partial weight suspension: A novel murine model for investigating adaptation to reduced musculoskeletal loading.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3774184/,"hypodynamic loading, partial weight bearing, Mars-analog suspension, muscle atrophy, bone loss, osteoclastic activity, bone formation, biomechanical properties, musculoskeletal response, microgravity simulation"
"Partial reductions in mechanical loading yield proportional changes in bone density, bone architecture, and muscle mass",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4118556/,"mechanical loading, disuse, mechanostat, functional adaptation, weight bearing, bone mineral density, muscle atrophy, trabecular bone volume, cortical bone area, gait kinematics"
Spaceflight and hind limb unloading induce similar changes in electrical impedance characteristics of mouse gastrocnemius muscle,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4653813/,"muscle fiber atrophy, bone mineral density, microgravity, hind limb unloading, electrical impedance myography, osteoclastic activity, muscle disuse, skeletal muscle physiology, spaceflight-induced physiological changes, quantitative microscopy"
Spaceflight Activates Lipotoxic Pathways in Mouse Liver,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6915713/,"liver lipid metabolism, microgravity, space radiation, transcriptomic analysis, proteomic analysis, lipotoxic pathways, glucagon, insulin, fatty acid metabolism, spaceflight duration"
Treatment with a soluble bone morphogenetic protein type 1A receptor (BMPR1A) fusion protein increases bone mass and bone formation in mice subjected to hindlimb unloading.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124165/,"BMPR1A fusion protein, bone morphogenetic protein, microgravity-induced bone loss, hindlimb unloading, bone mineral density, trabecular bone microarchitecture, cortical bone thickness, osteoblast activity, osteoclast surface, bone formation rate"
RNAseq and RNA molecular barcoding reveal differential gene expression in cortical bone following hindlimb unloading in female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8509868/,"disuse-induced bone loss, hindlimb unloading, cortical bone, transcriptomic profiling, RNA sequencing, Wnt signaling, Pfkfb3, Mss51, mechanosensitive genes, osteoporosis"
Proteomic and phosphoproteomic characterization of cardiovascular tissues after long term exposure to simulated space radiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11063234/,"galactic cosmic ray, cardiovascular dysfunction, space radiation, proteomics, phosphoproteomics, inflammation, neutrophil extracellular traps, cardiovascular disease, ionizing radiation, mass spectrometry"
Adaptive Changes in the Vestibular System of Land Snail to a 30-Day Spaceflight and Readaptation on Return to Earth,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5672023/,"vestibular system, statocyst, gravity sensing, neuroplasticity, gene expression, mechanoreceptors, microgravity adaptation, gravitaxis, electrophysiological responses, molecular mechanisms"
"Morphology of the Utricular Otolith Organ in the Toadfish, Opsanus tau",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5899691/,"vestibular system, hair cell, afferent neuron, macula, biocytin labeling, scanning electron microscopy, transmission electron microscopy, synaptic organization, dendritic morphology, utricle"
"Influence of Magnitude and Duration of Altered Gravity and Readaptation to 1g on the Structure and Function of the Utricle in Toadfish, Opsanus tau.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204554/,"utricular afferents, hair cells, gravitational sensitivity, hypergravity, microgravity, electrophysiology, synaptic body counts, vestibular system, centrifugation, spaceflight analogs"
Organization of the ER-Golgi interface for membrane traffic control.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4064004/,"COPI complex, COPII complex, endoplasmic reticulum-Golgi interface, membrane trafficking, protein secretion, lipid transport, cellular cargo management, secretory pathway regulation, eukaryotic cell organization, transport machinery conservation"
IRE1: ER stress sensor and cell fate executor.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3818365/,"unfolded protein response, ER stress, IRE1, cell fate, protein quality control, membrane trafficking system, endoplasmic reticulum, cellular homeostasis, microRNA decay, apoptosis regulation"
Inter-regulation of the unfolded protein response and auxin signaling.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3981873/,"unfolded protein response, ER stress, auxin response, IRE1, PIN5, Arabidopsis thaliana, endoplasmic reticulum, phytohormone signaling, cellular regulatory processes, hormone-dependent coordination"
Endoplasmic reticulum-shape and function in stress translation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4150462/,Error
Galactose-depleted xycoglucan is dysfunctional and leads to dwarfism in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378170/,"galactose depletion, xyloglucan, cell wall polysaccharide, cellular processes, physiological processes, plant growth, molecular mechanisms, genetic regulation, biochemical pathways, structural carbohydrates"
"Unfolded protein response in plants: one master, many questions.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4618186/,"endoplasmic reticulum stress, unfolded protein response, ER-localized stress sensors, organelle-nucleus signaling pathways, cytoprotective response, plant UPR mechanisms, conserved UPR features, unique plant UPR characteristics, ER stress management, molecular stress response pathways"
Vesicles versus Tubes: Is Endoplasmic Reticulum-Golgi Transport in Plants Fundamentally Different from Other Eukaryotes?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4453782/,"endoplasmic reticulum, Golgi apparatus, plant cells, intracellular transport, vesicular trafficking, membrane-bound organelles, protein transport, cellular compartmentalization, plant cell biology, organelle communication"
Pectin methylesterification impacts the relationship between photosynthesis and plant growth.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4902601/,"methylesterification, pectin, cell expansion, leaf growth, photosynthesis, plant growth, resource partitioning, cellular processes, plant physiology, growth enhancement"
Reduced Chloroplast Coverage genes from Arabidopsis thaliana help to establish the size of the chloroplast compartment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4776492/,"chloroplast volume regulation, Arabidopsis thaliana, cytoplasmic-nuclear protein trafficking, plastid compartment size, photosynthetic efficiency, chloroplast coverage, plastid signaling, cellular organelle volume allocation, chlorophyll content, crop yield enhancement"
Maintaining the factory: The roles of the unfolded protein response in cellular homeostasis in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5415411/,"unfolded protein response, endoplasmic reticulum stress, IRE1 signaling pathway, bZIP60 transcription factor, bZIP28 transcription factor, Arabidopsis thaliana, protein folding, cellular stress adaptation, sessile plant biology, molecular chaperone systems"
NADPH oxidase activity is required for ER stress survival in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6289879/,"unfolded protein response, endoplasmic reticulum stress, Arabidopsis thaliana, reactive oxygen species, respiratory burst oxidase homologs, RBOHD, RBOHF, proteotoxic stress, cytoprotective mechanisms, plant-specific UPR regulation"
Relevance of the Unfolded Protein Response to Spaceflight-Induced Transcriptional Reprogramming in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987364/,"spaceflight stress, unfolded protein response, Arabidopsis thaliana, microgravity, transcriptome profiling, UPR-defective mutants, stress-related genes, signaling pathways, transcriptional regulatory networks, orbital culture"
Reanalysis of the Mars500 experiment reveals common gut microbiome alterations in astronauts induced by long-duration confinement,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8099722/,"microbiome, Mars, space science, astronaut health, 16S rRNA gene, microgravity, bacterial diversity, human microbiota, spaceflight conditions, molecular biology"
"High atomic weight, high-energy radiation (HZE) induces transcriptional responses shared with conventional stresses in addition to a core ""DSB"" response specific to clastogenic treatments",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5116466/,Error
Genomic stability in response to high versus low linear energy transfer radiation in Arabidopsis thaliana,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4033213/,"HZE particles, gamma radiation, Arabidopsis thaliana, DNA damage, somatic heterozygosity, replication fork checkpoint, ATR kinase, ATM kinase, double-strand breaks, genomic instability"
Acceleration profiles and processing methods for parabolic flight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6081456/,"parabolic flights, microgravity simulation, gravito-inertial accelerations, reduced gravity conditions, accelerometer data analysis, flight phase classification, open-source processing methods, experimental design integration, spaceflight research validation, GIA quantification"
Cytoskeleton structure and total methylation of mouse cardiac and lung tissue during space flight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5955502/,"cytoskeletal proteins, cardiac tissue, lung tissue, mRNA expression, cytosine demethylation, Tet2 gene, histone modification, microgravity effects, spaceflight physiology, epigenetic regulation"
Toward countering muscle and bone loss with spaceflight: GSK3 as a potential target,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10285634/,"GSK3β content, serine phosphorylation, muscle fiber type IIA, muscle-specific Gsk3 knockdown, muscle mass, muscle strength, oxidative fiber type, bone mineral density, hindlimb unloading, spaceflight effects"
Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11271499/,"microgravity, skeletal muscle atrophy, SERCA pump, calcium dysregulation, reactive oxygen species, sarcoplasmic reticulum, MnTnBuOE-2-PyP 5+, muscle unloading, oxidative stress, calcium leak"
Cardiovascular progenitor cells cultured aboard the International Space Station exhibit altered developmental and functional properties,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6062551/,"cardiovascular progenitor cells, microgravity, mechanotransduction, cytoskeletal genes, Wnt signaling, DNA repair genes, paracrine signaling, endothelial-like tube formation, Hippo signaling, cell cycling"
Inter-agency perspective: Translating advances in biomarker discovery and medical countermeasures development between terrestrial and space radiation environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9832585/,"radiation-induced biological effects, normal tissue protection, osteoclastic activity, cellular pathways, radiation medical countermeasures, radioprotectors, biomarker identification, spaceflight radiation exposure, acute radiation syndrome, chronic low-dose radiation"
Genomic and functional characterization of Enterococcus faecalis isolates recovered from the International Space Station and their potential for pathogenicity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7829349/,"Enterococcus faecalis, International Space Station, pangenomic analysis, antibiotic resistance genes, desiccation tolerance, virulence traits, Caenorhabditis elegans model, microgravity adaptation, hospital-acquired infections, genotypic characterization"
Evaluation of in vitro macrophage differentiation during space flight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3570223/,"bone marrow macrophages, spaceflight, microgravity, M-CSF receptor c-Fms, flow cytometry, gene microarray, osteoclast differentiation, cellular proliferation, coagulation pathway genes, STS-126 mission"
Identification of critical host mitochondrion-associated genes during Ehrlichia chaffeensis infections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3457586/,"Ehrlichia chaffeensis, human monocytic ehrlichiosis, Drosophila melanogaster, microarray analysis, permissive growth conditions, pyrimidine metabolism, mitochondrial function, UCK2 gene silencing, nucleotide salvage pathway, CTP synthetase inhibition"
Ehrlichia chaffeensis replication sites in adult Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3558598/,"Ehrlichia chaffeensis, hemocytes, fat body, Uridine cytidine kinase, separation anxiety, RNAi, host-bacteria interactions, intracellular bacteria, monocytes, macrophages"
Development and characterization of two porcine monocyte-derived macrophage cell lines.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11046949/,"African swine fever virus, antiviral activity, anti-inflammatory compounds, cytokine production, virus-induced cytopathic effect, viral replication, porcine macrophages, natural compounds, mechanistic analysis, disease pathogenesis"
Understanding macrophage differentiation during space flight: The importance of ground-based experiments before space flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3890248/,"macrophage differentiation, bone marrow cells, microgravity culture systems, cell recovery, F4/80 expression, differentiation markers, bioreactor orientation, spaceflight hardware, in vitro culture, cellular morphology"
Bone marrow leptin signaling mediates obesity-associated adipose tissue inflammation in male mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3868799/,"obesity, adipose tissue inflammation, leptin signaling, bone marrow-derived cells, proinflammatory macrophages, adipokines, insulin sensitivity, crown-like structures, MGL1, CCR2-negative macrophages"
Establishment and characterization of DB-1: a leptin receptor-deficient murine macrophage cell line,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4960141/,"leptin receptor deficiency, macrophage cell line, adipokine signaling, innate immunity, metabolic-immune crosstalk, phagocytic activity, interferon-γ response, chemotactic signaling, obesity-associated inflammation, signal transduction pathways"
